label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
HELLO,0.0,0.0,0.191496,0.012295,0.364514,-0.123643,0.467025,-0.259131,0.526548,-0.377656,0.440951,-0.412819,0.561851,-0.591638,0.631404,-0.701461,0.686924,-0.79781,0.384198,-0.505,0.520167,-0.714522,0.604515,-0.844929,0.676408,-0.959096,0.308527,-0.56717,0.44112,-0.774647,0.526479,-0.895306,0.602254,-1.0,0.208605,-0.601003,0.309412,-0.769312,0.379221,-0.865377,0.447591,-0.951105
HELLO,0.0,0.0,0.195322,0.018383,0.37053,-0.118705,0.473534,-0.25577,0.53425,-0.372092,0.44466,-0.406233,0.567483,-0.586821,0.637689,-0.695855,0.693785,-0.790043,0.389074,-0.500776,0.525804,-0.711043,0.609951,-0.84084,0.681089,-0.954273,0.31461,-0.565564,0.447011,-0.773735,0.531781,-0.894623,0.606214,-1.0,0.215925,-0.602266,0.316431,-0.772999,0.386411,-0.871201,0.454908,-0.959567
HELLO,0.0,0.0,0.219109,-0.004188,0.415153,-0.158424,0.510559,-0.308816,0.575628,-0.443083,0.48815,-0.428515,0.615904,-0.620976,0.693079,-0.741962,0.755251,-0.840563,0.441311,-0.521351,0.583714,-0.72955,0.675653,-0.846617,0.757949,-0.948193,0.373747,-0.584706,0.520849,-0.784791,0.620717,-0.898709,0.709486,-1.0,0.282361,-0.61884,0.405069,-0.786739,0.487084,-0.896759,0.565189,-0.994281
HELLO,0.0,0.0,0.195226,0.002644,0.390177,-0.130957,0.484192,-0.278549,0.545498,-0.415541,0.476435,-0.416032,0.602035,-0.605593,0.673612,-0.733017,0.732651,-0.839533,0.427721,-0.51257,0.56893,-0.719637,0.65783,-0.841293,0.735895,-0.944729,0.358322,-0.575774,0.504156,-0.773781,0.601849,-0.89285,0.684971,-1.0,0.265078,-0.604077,0.387232,-0.760607,0.464344,-0.865553,0.53422,-0.962018
HELLO,0.0,0.0,0.147932,-0.064176,0.251886,-0.234855,0.295145,-0.392081,0.317795,-0.521692,0.212845,-0.466705,0.271795,-0.658567,0.304819,-0.781422,0.327345,-0.887526,0.136721,-0.507903,0.195179,-0.727528,0.235513,-0.876621,0.26942,-1.0,0.055446,-0.508836,0.104352,-0.726962,0.145834,-0.863272,0.183679,-0.975241,-0.036132,-0.472343,-0.007649,-0.628431,0.021706,-0.731695,0.047977,-0.819853
HELLO,0.0,0.0,0.147223,-0.079118,0.251424,-0.244954,0.289934,-0.403815,0.315473,-0.534248,0.21612,-0.484612,0.27089,-0.669869,0.301828,-0.786899,0.32509,-0.890621,0.142293,-0.526777,0.196266,-0.738897,0.233658,-0.879327,0.265154,-1.0,0.064942,-0.52817,0.111777,-0.738488,0.151331,-0.866114,0.186545,-0.973293,-0.021249,-0.489999,0.002982,-0.643198,0.029989,-0.741853,0.054768,-0.827786
HELLO,0.0,0.0,0.15172,-0.100797,0.244059,-0.272277,0.287354,-0.418138,0.305124,-0.550122,0.200306,-0.488988,0.251395,-0.669472,0.280744,-0.779956,0.305679,-0.883596,0.125703,-0.525431,0.176212,-0.731855,0.210133,-0.871773,0.242289,-1.0,0.046924,-0.522342,0.094333,-0.729464,0.129682,-0.859793,0.16128,-0.975289,-0.040025,-0.482686,-0.010273,-0.636519,0.017628,-0.738246,0.042424,-0.831009
HELLO,0.0,0.0,0.153098,-0.099496,0.247154,-0.270949,0.287653,-0.417436,0.312029,-0.546398,0.201941,-0.491165,0.252047,-0.669729,0.283674,-0.78072,0.309784,-0.884466,0.128305,-0.529206,0.178023,-0.734943,0.21279,-0.872908,0.244788,-1.0,0.049949,-0.527054,0.096706,-0.732926,0.132674,-0.861261,0.165262,-0.975483,-0.037007,-0.485581,-0.010405,-0.637591,0.016233,-0.736418,0.040543,-0.826023
HELLO,0.0,0.0,0.14003,-0.082113,0.244861,-0.259063,0.297516,-0.409084,0.326342,-0.54051,0.189483,-0.488356,0.239801,-0.673161,0.27046,-0.785952,0.296879,-0.891089,0.114123,-0.518385,0.162477,-0.726507,0.198113,-0.868398,0.231968,-1.0,0.033922,-0.506438,0.079706,-0.719048,0.118961,-0.855193,0.155744,-0.979112,-0.056289,-0.458191,-0.033266,-0.619757,-0.003185,-0.72324,0.027137,-0.812734
HELLO,0.0,0.0,0.141589,-0.087909,0.244546,-0.270213,0.293451,-0.419999,0.319636,-0.549673,0.191944,-0.505256,0.243112,-0.680514,0.274918,-0.789422,0.302211,-0.892606,0.117799,-0.53554,0.166777,-0.736841,0.201693,-0.872316,0.235573,-1.0,0.039277,-0.523709,0.084137,-0.726979,0.121136,-0.855213,0.156739,-0.973104,-0.047405,-0.472696,-0.026755,-0.629168,0.001035,-0.728864,0.030799,-0.818066
HELLO,0.0,0.0,0.132726,-0.073343,0.235098,-0.249357,0.277658,-0.411149,0.299754,-0.540825,0.183713,-0.479602,0.23457,-0.682166,0.260656,-0.799657,0.278839,-0.90016,0.101965,-0.514796,0.153229,-0.74066,0.184847,-0.885045,0.209682,-1.0,0.017188,-0.510359,0.06622,-0.724142,0.099965,-0.857113,0.131178,-0.963407,-0.07732,-0.469356,-0.049243,-0.639031,-0.021654,-0.746558,0.009723,-0.833634
